Manufacturer,UPC,ISIS SKU,Part Name,Category,Bullet Point 1,Bullet Point 2,Bullet Point 3,Bullet Point 4,Bullet Point 5,Description 1,Description 2,Description 3,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Instructions,T_Product Family,T_Cap Type,T_Feed Type,T_Filler Type,T_Inlet Type,T_Type,Capacity,Color,T_Foam/No Foam,Sending Unit,Size,Material,OHM Rating,Length,Width,Depth,T_Make
JAZ,,JAZ282-132-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,32 Gallon,Black,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ282-132-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,32 Gallon,Red,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ282-132-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No Aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,32 Gallon,Red,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ282-132-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No Aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,32 Gallon,Black,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ282-222-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,22 Gallon,Black,w/Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ282-222-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,22 Gallon,Red,w/Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ282-222-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No Aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,22 Gallon,Red,No Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ282-222-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/4 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No Aviation safety foam.  90 degree filler neck with 2 1/4 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.25 inch Flapper Filler,,,22 Gallon,Black,No Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ282-632-06,Fuel Cell,Fuel Systems.Fuel Cells,Tear drop fuel cell,Includes 2 1/4 inch straight fast fill,32 gallon capacity,Red color,|,"32 Gallon in a red powder coated steel can, 24 3/4 inches wide, fits all popular chassis including dirt works. This fuel cell has a #10 pick up, #8 vent and return, tip over valve and dipstick access.",|,,,,,,,,,,,Tear Drop,,,Straight 2.25 inch Fast Fill,,,32 Gallon,Red,,,,,,24.75'',23'',20'',
JAZ,,JAZ283-008-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,8 Gallon,Red,w/Foam,,,,,20.625'',15.5'',8.375'',
JAZ,,JAZ283-008-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,8 Gallon,Red,No Foam,,,,,20.625'',15.5'',8.375'',
JAZ,,JAZ283-012-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,12 Gallon,Black,w/Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ283-012-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,12 Gallon,Red,w/Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ283-012-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,12 Gallon,Red,No Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ283-012-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,12 Gallon,Black,No Foam,,,,,18'',16.5'',10.5'',
JAZ,,JAZ283-016-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,16 Gallon,Black,w/Foam,,,,,26'',18'',10'',
JAZ,,JAZ283-016-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,16 Gallon,Red,w/Foam,,,,,26'',18'',10'',
JAZ,,JAZ283-016-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,16 Gallon,Red,No Foam,,,,,26'',18'',10'',
JAZ,,JAZ283-016-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,16 Gallon,Black,No Foam,,,,,26'',18'',10'',
JAZ,,JAZ283-022-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Red,w/Foam,,,,,25.625'',25.625'',9.25'',
JAZ,,JAZ283-022-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Red,No Foam,,,,,25.625'',25.625'',9.25'',
JAZ,,JAZ283-032-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,32 Gallon,Red,w/Foam,,,,,34'',17.375'',14.375'',
JAZ,,JAZ283-032-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,32 Gallon,Red,No Foam,,,,,34'',17.375'',14.375'',
JAZ,,JAZ283-116-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,16 Gallon,Red,w/Foam,,,,,19'',19'',12.5'',
JAZ,,JAZ283-116-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,16 Gallon,Red,No Foam,,,,,19'',19'',12.5'',
JAZ,,JAZ283-122-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Red,w/Foam,,,,,34.5'',18.75'',10.5'',
JAZ,,JAZ283-122-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Red,No Foam,,,,,34.5'',18.75'',10.5'',
JAZ,,JAZ283-132-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,32 Gallon,Black,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ283-132-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,32 Gallon,Red,w/Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ283-132-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,32 Gallon,Red,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ283-132-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,32 Gallon,Black,No Foam,,,,,26.625'',18.625'',18.625'',
JAZ,,JAZ283-222-01,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Black,w/Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ283-222-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,Includes aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  Includes aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Red,w/Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ283-222-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,28301606.jpg,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Red,No Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ283-222-NF1,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,No aviation safety foam,90 degree filler neck with 2 1/2 inch spring loaded flapper,Pickup hose routed to right rear corner,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated black.  No aviation safety foam.  90 degree filler neck with 2 1/2 inch spring loaded flapper.  Mil spec anodized AN-8 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Pickup hose routed to right rear corner.,|,,,,,,,,,,,Pro Sport II,,,90 Degree 2.5 inch Flapper Filler,,,22 Gallon,Black,No Foam,,,,,25.75'',17.375'',14.5'',
JAZ,,JAZ283-632-06,Fuel Cell,Fuel Systems.Fuel Cells,Tear drop fuel cell,Includes 2 1/2 inch straight fast fill,32 gallon capacity,Red color,|,"32 Gallon in a red powder coated steel can, 24 3/4 inches wide, fits all popular chassis including dirt works. This fuel cell has a #10 pick up, #8 vent and return, tip over valve and dipstick access.",|,,,,,,,,,,,Tear Drop,,,Straight 2.5 inch Fast Fill,,,32 Gallon,Red,,,,,,24.75'',23'',20'',
JAZ,,JAZ285-226-05,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,6 inch by 10 inch aluminum filler plate,Spring loaded flapper valve filler with twist lock cap,Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated white.  6 inch by 10 inch aluminum filler plate.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  Spring loaded flapper valve filler with twist lock cap.  Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches.,|,,,,,,,,,,,Pro Max,,,,,,26 Gallon,White,w/Foam,,,,,25.25'',16.875'',17.25'',
JAZ,,JAZ285-226-06,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,6 inch by 10 inch aluminum filler plate,Spring loaded flapper valve filler with twist lock cap,Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  6 inch by 10 inch aluminum filler plate.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  Spring loaded flapper valve filler with twist lock cap.  Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches.,|,,285-226-06.jpg,,,,,,,,,Pro Max,,,,,,26 Gallon,Red,w/Foam,,,,,25.25'',16.875'',17.25'',
JAZ,,JAZ285-226-NF,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated red,6 inch by 10 inch aluminum filler plate,Spring loaded flapper valve filler with twist lock cap,Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated red.  6 inch by 10 inch aluminum filler plate.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  Spring loaded flapper valve filler with twist lock cap.  Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches.,|,,285-226-06.jpg,,,,,,,,,Pro Max,,,,,,26 Gallon,Red,No Foam,,,,,25.25'',16.875'',17.25'',
JAZ,,JAZ285-226-NF5,Fuel Cell,Fuel Systems.Fuel Cells,Seamless cross linked polyethylene inner shell,20 gauge welded steel container powder coated white,6 inch by 10 inch aluminum filler plate,Spring loaded flapper valve filler with twist lock cap,Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches,Seamless cross linked polyethylene inner shell.  20 gauge welded steel container powder coated white.  6 inch by 10 inch aluminum filler plate.  Mil spec anodized AN-10 fuel pickup.  Mil spec anodized AN-8 tip over valve vent.  Mil spec anodized AN-8 return fitting.  Spring loaded flapper valve filler with twist lock cap.  Measures 25 1/4 inches by 16 7/8 inches by 17 1/4 inches.,|,,,,,,,,,,,Pro Max,,,,,,26 Gallon,White,No Foam,,,,,25.25'',16.875'',17.25'',
